House_ID,house_value
17803,17808
17804,17809
17805,17810
17806,17811
17807,17812
17808,17813
17809,17814
17810,17815
17811,17816
17812,17817
17813,17818
17814,17819
17815,17820
17816,17821
17817,17822
17818,17823
17819,17824
17820,17825
17821,17826
17822,17827
17823,17828
17824,17829
17825,17830
17826,17831
17827,17832
17828,17833
17829,17834
17830,17835
17831,17836
17832,17837
17833,17838
17834,17839
17835,17840
17836,17841
17837,17842
17838,17843
17839,17844
17840,17845
17841,17846
17842,17847
17843,17848
17844,17849
17845,17850
17846,17851
17847,17852
17848,17853
17849,17854
17850,17855
17851,17856
17852,17857
17853,17858
17854,17859
17855,17860
17856,17861
17857,17862
17858,17863
17859,17864
17860,17865
17861,17866
17862,17867
17863,17868
17864,17869
17865,17870
17866,17871
17867,17872
17868,17873
17869,17874
17870,17875
17871,17876
17872,17877
17873,17878
17874,17879
17875,17880
17876,17881
17877,17882
17878,17883
17879,17884
17880,17885
17881,17886
17882,17887
17883,17888
17884,17889
17885,17890
17886,17891
17887,17892
17888,17893
17889,17894
17890,17895
17891,17896
17892,17897
17893,17898
17894,17899
17895,17900
17896,17901
17897,17902
17898,17903
17899,17904
17900,17905
17901,17906
17902,17907
17903,17908
17904,17909
17905,17910
17906,17911
17907,17912
17908,17913
17909,17914
17910,17915
17911,17916
17912,17917
17913,17918
17914,17919
17915,17920
17916,17921
17917,17922
17918,17923
17919,17924
17920,17925
17921,17926
17922,17927
17923,17928
17924,17929
17925,17930
17926,17931
17927,17932
17928,17933
17929,17934
17930,17935
17931,17936
17932,17937
17933,17938
17934,17939
17935,17940
17936,17941
17937,17942
17938,17943
17939,17944
17940,17945
17941,17946
17942,17947
17943,17948
17944,17949
17945,17950
17946,17951
17947,17952
17948,17953
17949,17954
17950,17955
17951,17956
17952,17957
17953,17958
17954,17959
17955,17960
17956,17961
17957,17962
17958,17963
17959,17964
17960,17965
17961,17966
17962,17967
17963,17968
17964,17969
17965,17970
17966,17971
17967,17972
17968,17973
17969,17974
17970,17975
17971,17976
17972,17977
17973,17978
17974,17979
17975,17980
17976,17981
17977,17982
17978,17983
17979,17984
17980,17985
17981,17986
17982,17987
17983,17988
17984,17989
17985,17990
17986,17991
17987,17992
17988,17993
17989,17994
17990,17995
17991,17996
17992,17997
17993,17998
17994,17999
17995,18000
17996,18001
17997,18002
17998,18003
17999,18004
18000,18005
18001,18006
18002,18007
18003,18008
18004,18009
18005,18010
18006,18011
18007,18012
18008,18013
18009,18014
18010,18015
18011,18016
18012,18017
18013,18018
18014,18019
18015,18020
18016,18021
18017,18022
18018,18023
18019,18024
18020,18025
18021,18026
18022,18027
18023,18028
18024,18029
18025,18030
18026,18031
18027,18032
18028,18033
18029,18034
18030,18035
18031,18036
18032,18037
18033,18038
18034,18039
18035,18040
18036,18041
18037,18042
18038,18043
18039,18044
18040,18045
18041,18046
18042,18047
18043,18048
18044,18049
18045,18050
18046,18051
18047,18052
18048,18053
18049,18054
18050,18055
18051,18056
18052,18057
18053,18058
18054,18059
18055,18060
18056,18061
18057,18062
18058,18063
18059,18064
18060,18065
18061,18066
18062,18067
18063,18068
18064,18069
18065,18070
18066,18071
18067,18072
18068,18073
18069,18074
18070,18075
18071,18076
18072,18077
18073,18078
18074,18079
18075,18080
18076,18081
18077,18082
18078,18083
18079,18084
18080,18085
18081,18086
18082,18087
18083,18088
18084,18089
18085,18090
18086,18091
18087,18092
18088,18093
18089,18094
18090,18095
18091,18096
18092,18097
18093,18098
18094,18099
18095,18100
18096,18101
18097,18102
18098,18103
18099,18104
18100,18105
18101,18106
18102,18107
18103,18108
18104,18109
18105,18110
18106,18111
18107,18112
18108,18113
18109,18114
18110,18115
18111,18116
18112,18117
18113,18118
18114,18119
18115,18120
18116,18121
18117,18122
18118,18123
18119,18124
18120,18125
18121,18126
18122,18127
18123,18128
18124,18129
18125,18130
18126,18131
18127,18132
18128,18133
18129,18134
18130,18135
18131,18136
18132,18137
18133,18138
18134,18139
18135,18140
18136,18141
18137,18142
18138,18143
18139,18144
18140,18145
18141,18146
18142,18147
18143,18148
18144,18149
18145,18150
18146,18151
18147,18152
18148,18153
18149,18154
18150,18155
18151,18156
18152,18157
18153,18158
18154,18159
18155,18160
18156,18161
18157,18162
18158,18163
18159,18164
18160,18165
18161,18166
18162,18167
18163,18168
18164,18169
18165,18170
18166,18171
18167,18172
18168,18173
18169,18174
18170,18175
18171,18176
18172,18177
18173,18178
18174,18179
18175,18180
18176,18181
18177,18182
18178,18183
18179,18184
18180,18185
18181,18186
18182,18187
18183,18188
18184,18189
18185,18190
18186,18191
18187,18192
18188,18193
18189,18194
18190,18195
18191,18196
18192,18197
18193,18198
18194,18199
18195,18200
18196,18201
18197,18202
18198,18203
18199,18204
18200,18205
18201,18206
18202,18207
18203,18208
18204,18209
18205,18210
18206,18211
18207,18212
18208,18213
18209,18214
18210,18215
18211,18216
18212,18217
18213,18218
18214,18219
18215,18220
18216,18221
18217,18222
18218,18223
18219,18224
18220,18225
18221,18226
18222,18227
18223,18228
18224,18229
18225,18230
18226,18231
18227,18232
18228,18233
18229,18234
18230,18235
18231,18236
18232,18237
18233,18238
18234,18239
18235,18240
18236,18241
18237,18242
18238,18243
18239,18244
18240,18245
18241,18246
18242,18247
18243,18248
18244,18249
18245,18250
18246,18251
18247,18252
18248,18253
18249,18254
18250,18255
18251,18256
18252,18257
18253,18258
18254,18259
18255,18260
18256,18261
18257,18262
18258,18263
18259,18264
18260,18265
18261,18266
18262,18267
18263,18268
18264,18269
18265,18270
18266,18271
18267,18272
18268,18273
18269,18274
18270,18275
18271,18276
18272,18277
18273,18278
18274,18279
18275,18280
18276,18281
18277,18282
18278,18283
18279,18284
18280,18285
18281,18286
18282,18287
18283,18288
18284,18289
18285,18290
18286,18291
18287,18292
18288,18293
18289,18294
18290,18295
18291,18296
18292,18297
18293,18298
18294,18299
18295,18300
18296,18301
18297,18302
18298,18303
18299,18304
18300,18305
18301,18306
18302,18307
18303,18308
18304,18309
18305,18310
18306,18311
18307,18312
18308,18313
18309,18314
18310,18315
18311,18316
18312,18317
18313,18318
18314,18319
18315,18320
18316,18321
18317,18322
18318,18323
18319,18324
18320,18325
18321,18326
18322,18327
18323,18328
18324,18329
18325,18330
18326,18331
18327,18332
18328,18333
18329,18334
18330,18335
18331,18336
18332,18337
18333,18338
18334,18339
18335,18340
18336,18341
18337,18342
18338,18343
18339,18344
18340,18345
18341,18346
18342,18347
18343,18348
18344,18349
18345,18350
18346,18351
18347,18352
18348,18353
18349,18354
18350,18355
18351,18356
18352,18357
18353,18358
18354,18359
18355,18360
18356,18361
18357,18362
18358,18363
18359,18364
18360,18365
18361,18366
18362,18367
18363,18368
18364,18369
18365,18370
18366,18371
18367,18372
18368,18373
18369,18374
18370,18375
18371,18376
18372,18377
18373,18378
18374,18379
18375,18380
18376,18381
18377,18382
18378,18383
18379,18384
18380,18385
18381,18386
18382,18387
18383,18388
18384,18389
18385,18390
18386,18391
18387,18392
18388,18393
18389,18394
18390,18395
18391,18396
18392,18397
18393,18398
18394,18399
18395,18400
18396,18401
18397,18402
18398,18403
18399,18404
18400,18405
18401,18406
18402,18407
18403,18408
18404,18409
18405,18410
18406,18411
18407,18412
18408,18413
18409,18414
18410,18415
18411,18416
18412,18417
18413,18418
18414,18419
18415,18420
18416,18421
18417,18422
18418,18423
18419,18424
18420,18425
18421,18426
18422,18427
18423,18428
18424,18429
18425,18430
18426,18431
18427,18432
18428,18433
18429,18434
18430,18435
18431,18436
18432,18437
18433,18438
18434,18439
18435,18440
18436,18441
18437,18442
18438,18443
18439,18444
18440,18445
18441,18446
18442,18447
18443,18448
18444,18449
18445,18450
18446,18451
18447,18452
18448,18453
18449,18454
18450,18455
18451,18456
18452,18457
18453,18458
18454,18459
18455,18460
18456,18461
18457,18462
18458,18463
18459,18464
18460,18465
18461,18466
18462,18467
18463,18468
18464,18469
18465,18470
18466,18471
18467,18472
18468,18473
18469,18474
18470,18475
18471,18476
18472,18477
18473,18478
18474,18479
18475,18480
18476,18481
18477,18482
18478,18483
18479,18484
18480,18485
18481,18486
18482,18487
18483,18488
18484,18489
18485,18490
18486,18491
18487,18492
18488,18493
18489,18494
18490,18495
18491,18496
18492,18497
18493,18498
18494,18499
18495,18500
18496,18501
18497,18502
18498,18503
18499,18504
18500,18505
18501,18506
18502,18507
18503,18508
18504,18509
18505,18510
18506,18511
18507,18512
18508,18513
18509,18514
18510,18515
18511,18516
18512,18517
18513,18518
18514,18519
18515,18520
18516,18521
18517,18522
18518,18523
18519,18524
18520,18525
18521,18526
18522,18527
18523,18528
18524,18529
18525,18530
18526,18531
18527,18532
18528,18533
18529,18534
18530,18535
18531,18536
18532,18537
18533,18538
18534,18539
18535,18540
18536,18541
18537,18542
18538,18543
18539,18544
18540,18545
18541,18546
18542,18547
18543,18548
18544,18549
18545,18550
18546,18551
18547,18552
18548,18553
18549,18554
18550,18555
18551,18556
18552,18557
18553,18558
18554,18559
18555,18560
18556,18561
18557,18562
18558,18563
18559,18564
18560,18565
18561,18566
18562,18567
18563,18568
18564,18569
18565,18570
18566,18571
18567,18572
18568,18573
18569,18574
18570,18575
18571,18576
18572,18577
18573,18578
18574,18579
18575,18580
18576,18581
18577,18582
18578,18583
18579,18584
18580,18585
18581,18586
18582,18587
18583,18588
18584,18589
18585,18590
18586,18591
18587,18592
18588,18593
18589,18594
18590,18595
18591,18596
18592,18597
18593,18598
18594,18599
18595,18600
18596,18601
18597,18602
18598,18603
18599,18604
18600,18605
18601,18606
18602,18607
18603,18608
18604,18609
18605,18610
18606,18611
18607,18612
18608,18613
18609,18614
18610,18615
18611,18616
18612,18617
18613,18618
18614,18619
18615,18620
18616,18621
18617,18622
18618,18623
18619,18624
18620,18625
18621,18626
18622,18627
18623,18628
18624,18629
18625,18630
18626,18631
18627,18632
18628,18633
18629,18634
18630,18635
18631,18636
18632,18637
18633,18638
18634,18639
18635,18640
18636,18641
18637,18642
18638,18643
18639,18644
18640,18645
18641,18646
18642,18647
18643,18648
18644,18649
18645,18650
18646,18651
18647,18652
18648,18653
18649,18654
18650,18655
18651,18656
18652,18657
18653,18658
18654,18659
18655,18660
18656,18661
18657,18662
18658,18663
18659,18664
18660,18665
18661,18666
18662,18667
18663,18668
18664,18669
18665,18670
18666,18671
18667,18672
18668,18673
18669,18674
18670,18675
18671,18676
18672,18677
18673,18678
18674,18679
18675,18680
18676,18681
18677,18682
18678,18683
18679,18684
18680,18685
18681,18686
18682,18687
18683,18688
18684,18689
18685,18690
18686,18691
18687,18692
18688,18693
18689,18694
18690,18695
18691,18696
18692,18697
18693,18698
18694,18699
18695,18700
18696,18701
18697,18702
18698,18703
18699,18704
18700,18705
18701,18706
18702,18707
18703,18708
18704,18709
18705,18710
18706,18711
18707,18712
18708,18713
18709,18714
18710,18715
18711,18716
18712,18717
18713,18718
18714,18719
18715,18720
18716,18721
18717,18722
18718,18723
18719,18724
18720,18725
18721,18726
18722,18727
18723,18728
18724,18729
18725,18730
18726,18731
18727,18732
18728,18733
18729,18734
18730,18735
18731,18736
18732,18737
18733,18738
18734,18739
18735,18740
18736,18741
18737,18742
18738,18743
18739,18744
18740,18745
18741,18746
18742,18747
18743,18748
18744,18749
18745,18750
18746,18751
18747,18752
18748,18753
18749,18754
18750,18755
18751,18756
18752,18757
18753,18758
18754,18759
18755,18760
18756,18761
18757,18762
18758,18763
18759,18764
18760,18765
18761,18766
18762,18767
18763,18768
18764,18769
18765,18770
18766,18771
18767,18772
18768,18773
18769,18774
18770,18775
18771,18776
18772,18777
18773,18778
18774,18779
18775,18780
18776,18781
18777,18782
18778,18783
18779,18784
18780,18785
18781,18786
18782,18787
18783,18788
18784,18789
18785,18790
18786,18791
18787,18792
18788,18793
18789,18794
18790,18795
18791,18796
18792,18797
18793,18798
18794,18799
18795,18800
18796,18801
18797,18802
18798,18803
18799,18804
18800,18805
18801,18806
18802,18807
18803,18808
18804,18809
18805,18810
18806,18811
18807,18812
18808,18813
18809,18814
18810,18815
18811,18816
18812,18817
18813,18818
18814,18819
18815,18820
18816,18821
18817,18822
18818,18823
18819,18824
18820,18825
18821,18826
18822,18827
18823,18828
18824,18829
18825,18830
18826,18831
18827,18832
18828,18833
18829,18834
18830,18835
18831,18836
18832,18837
18833,18838
18834,18839
18835,18840
18836,18841
18837,18842
18838,18843
18839,18844
18840,18845
18841,18846
18842,18847
18843,18848
18844,18849
18845,18850
18846,18851
18847,18852
18848,18853
18849,18854
18850,18855
18851,18856
18852,18857
18853,18858
18854,18859
18855,18860
18856,18861
18857,18862
18858,18863
18859,18864
18860,18865
18861,18866
18862,18867
18863,18868
18864,18869
18865,18870
18866,18871
18867,18872
18868,18873
18869,18874
18870,18875
18871,18876
18872,18877
18873,18878
18874,18879
18875,18880
18876,18881
18877,18882
18878,18883
18879,18884
18880,18885
18881,18886
18882,18887
18883,18888
18884,18889
18885,18890
18886,18891
18887,18892
18888,18893
18889,18894
18890,18895
18891,18896
18892,18897
18893,18898
18894,18899
18895,18900
18896,18901
18897,18902
18898,18903
18899,18904
18900,18905
18901,18906
18902,18907
18903,18908
18904,18909
18905,18910
18906,18911
18907,18912
18908,18913
18909,18914
18910,18915
18911,18916
18912,18917
18913,18918
18914,18919
18915,18920
18916,18921
18917,18922
18918,18923
18919,18924
18920,18925
18921,18926
18922,18927
18923,18928
18924,18929
18925,18930
18926,18931
18927,18932
18928,18933
18929,18934
18930,18935
18931,18936
18932,18937
18933,18938
18934,18939
18935,18940
18936,18941
18937,18942
18938,18943
18939,18944
18940,18945
18941,18946
18942,18947
18943,18948
18944,18949
18945,18950
18946,18951
18947,18952
18948,18953
18949,18954
18950,18955
18951,18956
18952,18957
18953,18958
18954,18959
18955,18960
18956,18961
18957,18962
18958,18963
18959,18964
18960,18965
18961,18966
18962,18967
18963,18968
18964,18969
18965,18970
18966,18971
18967,18972
18968,18973
18969,18974
18970,18975
18971,18976
18972,18977
18973,18978
18974,18979
18975,18980
18976,18981
18977,18982
18978,18983
18979,18984
18980,18985
18981,18986
18982,18987
18983,18988
18984,18989
18985,18990
18986,18991
18987,18992
18988,18993
18989,18994
18990,18995
18991,18996
18992,18997
18993,18998
18994,18999
18995,19000
18996,19001
18997,19002
18998,19003
18999,19004
19000,19005
19001,19006
19002,19007
19003,19008
19004,19009
19005,19010
19006,19011
19007,19012
19008,19013
19009,19014
19010,19015
19011,19016
19012,19017
19013,19018
19014,19019
19015,19020
19016,19021
19017,19022
19018,19023
19019,19024
19020,19025
19021,19026
19022,19027
19023,19028
19024,19029
19025,19030
19026,19031
19027,19032
19028,19033
19029,19034
19030,19035
19031,19036
19032,19037
19033,19038
19034,19039
19035,19040
19036,19041
19037,19042
19038,19043
19039,19044
19040,19045
19041,19046
19042,19047
19043,19048
19044,19049
19045,19050
19046,19051
19047,19052
19048,19053
19049,19054
19050,19055
19051,19056
19052,19057
19053,19058
19054,19059
19055,19060
19056,19061
19057,19062
19058,19063
19059,19064
19060,19065
19061,19066
19062,19067
19063,19068
19064,19069
19065,19070
19066,19071
19067,19072
19068,19073
19069,19074
19070,19075
19071,19076
19072,19077
19073,19078
19074,19079
19075,19080
19076,19081
19077,19082
19078,19083
19079,19084
19080,19085
19081,19086
19082,19087
19083,19088
19084,19089
19085,19090
19086,19091
19087,19092
19088,19093
19089,19094
19090,19095
19091,19096
19092,19097
19093,19098
19094,19099
19095,19100
19096,19101
19097,19102
19098,19103
19099,19104
19100,19105
19101,19106
19102,19107
19103,19108
19104,19109
19105,19110
19106,19111
19107,19112
19108,19113
19109,19114
19110,19115
19111,19116
19112,19117
19113,19118
19114,19119
19115,19120
19116,19121
19117,19122
19118,19123
19119,19124
19120,19125
19121,19126
19122,19127
19123,19128
19124,19129
19125,19130
19126,19131
19127,19132
19128,19133
19129,19134
19130,19135
19131,19136
19132,19137
19133,19138
19134,19139
19135,19140
19136,19141
19137,19142
19138,19143
19139,19144
19140,19145
19141,19146
19142,19147
19143,19148
19144,19149
19145,19150
19146,19151
19147,19152
19148,19153
19149,19154
19150,19155
19151,19156
19152,19157
19153,19158
19154,19159
19155,19160
19156,19161
19157,19162
19158,19163
19159,19164
19160,19165
19161,19166
19162,19167
19163,19168
19164,19169
19165,19170
19166,19171
19167,19172
19168,19173
19169,19174
19170,19175
19171,19176
19172,19177
19173,19178
19174,19179
19175,19180
19176,19181
19177,19182
19178,19183
19179,19184
19180,19185
19181,19186
19182,19187
19183,19188
19184,19189
19185,19190
19186,19191
19187,19192
19188,19193
19189,19194
19190,19195
19191,19196
19192,19197
19193,19198
19194,19199
19195,19200
19196,19201
19197,19202
19198,19203
19199,19204
19200,19205
19201,19206
19202,19207
19203,19208
19204,19209
19205,19210
19206,19211
19207,19212
19208,19213
19209,19214
19210,19215
19211,19216
19212,19217
19213,19218
19214,19219
19215,19220
19216,19221
19217,19222
19218,19223
19219,19224
19220,19225
19221,19226
19222,19227
19223,19228
19224,19229
19225,19230
19226,19231
19227,19232
19228,19233
19229,19234
19230,19235
19231,19236
19232,19237
19233,19238
19234,19239
19235,19240
19236,19241
19237,19242
19238,19243
19239,19244
19240,19245
19241,19246
19242,19247
19243,19248
19244,19249
19245,19250
19246,19251
19247,19252
19248,19253
19249,19254
19250,19255
19251,19256
19252,19257
19253,19258
19254,19259
19255,19260
19256,19261
19257,19262
19258,19263
19259,19264
19260,19265
19261,19266
19262,19267
19263,19268
19264,19269
19265,19270
19266,19271
19267,19272
19268,19273
19269,19274
19270,19275
19271,19276
19272,19277
19273,19278
19274,19279
19275,19280
19276,19281
19277,19282
19278,19283
19279,19284
19280,19285
19281,19286
19282,19287
19283,19288
19284,19289
19285,19290
19286,19291
19287,19292
19288,19293
19289,19294
19290,19295
19291,19296
19292,19297
19293,19298
19294,19299
19295,19300
19296,19301
19297,19302
19298,19303
19299,19304
19300,19305
19301,19306
19302,19307
19303,19308
19304,19309
19305,19310
19306,19311
19307,19312
19308,19313
19309,19314
19310,19315
19311,19316
19312,19317
19313,19318
19314,19319
19315,19320
19316,19321
19317,19322
19318,19323
19319,19324
19320,19325
19321,19326
19322,19327
19323,19328
19324,19329
19325,19330
19326,19331
19327,19332
19328,19333
19329,19334
