CurrencyKey,CustomerKey,OrderDateKey,OrderQuantity,ProductKey,SalesAmount,TaxAmt,TotalProductCost,UnitPrice
98,11240,20130513,1,467,$24.49,$1.9592,$9.1593,$24.49
98,11240,20130513,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11240,20130513,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11240,20130513,1,606,$539.99,$43.1992,$343.6496,$539.99
98,11243,20110221,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11243,20130112,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11243,20130112,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11243,20130112,1,537,$35,$2.8,$13.09,$35
98,11243,20130208,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11243,20130208,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11243,20130208,1,489,$53.99,$4.3192,$41.5723,$53.99
98,11243,20130208,1,565,$742.35,$59.388,$461.4448,$742.35
98,11243,20130609,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11243,20130609,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11243,20130609,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11243,20130609,1,605,$539.99,$43.1992,$343.6496,$539.99
98,11244,20110212,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11244,20130120,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11244,20130120,1,537,$35,$2.8,$13.09,$35
98,11244,20130324,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11244,20130324,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11244,20130324,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11244,20130324,1,585,$742.35,$59.388,$461.4448,$742.35
98,11244,20130719,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11244,20130719,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11244,20130719,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11244,20130719,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11244,20130719,1,605,$539.99,$43.1992,$343.6496,$539.99
98,11247,20110218,1,350,$3374.99,$269.9992,$1898.0944,$3374.99
98,11247,20130111,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11247,20130111,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11247,20130111,1,484,$7.95,$0.636,$2.9733,$7.95
98,11247,20130111,1,537,$35,$2.8,$13.09,$35
98,11247,20130405,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11247,20130405,1,234,$49.99,$3.9992,$38.4923,$49.99
98,11247,20130405,1,586,$742.35,$59.388,$461.4448,$742.35
98,11247,20130817,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11247,20130817,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11247,20130817,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11247,20130817,1,584,$539.99,$43.1992,$343.6496,$539.99
98,11250,20110317,1,347,$3399.99,$271.9992,$1912.1544,$3399.99
98,11250,20130208,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11250,20130208,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11250,20130208,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11250,20130628,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11250,20130628,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11250,20130628,1,586,$742.35,$59.388,$461.4448,$742.35
98,11250,20130806,1,463,$24.49,$1.9592,$9.1593,$24.49
98,11250,20130806,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11250,20130806,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11250,20130806,1,606,$539.99,$43.1992,$343.6496,$539.99
98,11333,20110321,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11333,20130105,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11333,20130105,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11333,20130105,1,485,$21.98,$1.7584,$8.2205,$21.98
98,11333,20130714,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11333,20130714,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11334,20110304,1,346,$3399.99,$271.9992,$1912.1544,$3399.99
98,11334,20130101,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11334,20130101,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11334,20130101,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11334,20130727,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11334,20130727,1,562,$2384.07,$190.7256,$1481.9379,$2384.07
98,11337,20110309,1,350,$3374.99,$269.9992,$1898.0944,$3374.99
98,11337,20130119,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11337,20130119,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11337,20130119,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11337,20130119,1,490,$53.99,$4.3192,$41.5723,$53.99
98,11337,20130719,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11337,20130719,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11337,20130719,1,573,$2384.07,$190.7256,$1481.9379,$2384.07
98,11341,20110411,1,347,$3399.99,$271.9992,$1912.1544,$3399.99
98,11341,20130103,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11341,20130103,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11341,20130103,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
98,11341,20130719,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11341,20130719,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11341,20130719,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11341,20130719,1,573,$2384.07,$190.7256,$1481.9379,$2384.07
98,11343,20110404,1,345,$3399.99,$271.9992,$1912.1544,$3399.99
98,11343,20130227,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11343,20130227,1,234,$49.99,$3.9992,$38.4923,$49.99
98,11343,20130227,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11343,20130724,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11343,20130724,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11343,20130724,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11343,20130724,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11343,20130724,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11344,20110513,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11344,20130131,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11344,20130131,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11344,20130723,1,463,$24.49,$1.9592,$9.1593,$24.49
98,11344,20130723,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11344,20130723,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11344,20130723,1,561,$2384.07,$190.7256,$1481.9379,$2384.07
98,11350,20130205,1,465,$24.49,$1.9592,$9.1593,$24.49
98,11350,20130205,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11350,20130205,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11351,20110612,1,348,$3374.99,$269.9992,$1898.0944,$3374.99
98,11351,20130219,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11351,20130828,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11351,20130828,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11351,20130828,1,561,$2384.07,$190.7256,$1481.9379,$2384.07
98,11353,20110612,1,351,$3374.99,$269.9992,$1898.0944,$3374.99
98,11353,20130219,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11353,20130219,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11353,20130219,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11353,20130808,1,481,$8.99,$0.7192,$3.3623,$8.99
98,11353,20130808,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11355,20130926,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11355,20130926,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11375,20131017,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11375,20131017,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11376,20131015,1,465,$24.49,$1.9592,$9.1593,$24.49
98,11376,20131015,1,489,$53.99,$4.3192,$41.5723,$53.99
98,11381,20110612,1,346,$3399.99,$271.9992,$1912.1544,$3399.99
98,11381,20130203,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11381,20130203,1,485,$21.98,$1.7584,$8.2205,$21.98
98,11381,20130818,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11381,20130818,1,574,$2384.07,$190.7256,$1481.9379,$2384.07
98,11385,20130706,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11385,20130706,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11387,20110726,1,349,$3374.99,$269.9992,$1898.0944,$3374.99
98,11387,20130120,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11387,20130120,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11387,20130401,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11387,20130401,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11387,20130401,1,578,$1214.85,$97.188,$755.1508,$1214.85
98,11388,20110703,1,350,$3374.99,$269.9992,$1898.0944,$3374.99
98,11388,20130108,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
98,11388,20130108,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11388,20130108,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11388,20130108,1,484,$7.95,$0.636,$2.9733,$7.95
98,11388,20130426,1,491,$53.99,$4.3192,$41.5723,$53.99
98,11388,20130426,1,579,$1214.85,$97.188,$755.1508,$1214.85
98,11394,20110704,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11394,20130202,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11394,20130202,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11394,20130202,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11394,20130202,1,484,$7.95,$0.636,$2.9733,$7.95
98,11394,20130802,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11394,20130802,1,573,$2384.07,$190.7256,$1481.9379,$2384.07
98,11398,20110703,1,345,$3399.99,$271.9992,$1912.1544,$3399.99
98,11398,20130215,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
98,11398,20130802,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11398,20130802,1,562,$2384.07,$190.7256,$1481.9379,$2384.07
98,11400,20110715,1,349,$3374.99,$269.9992,$1898.0944,$3374.99
98,11400,20121230,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11400,20121230,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11400,20121230,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11400,20121230,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11400,20130719,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11400,20130719,1,234,$49.99,$3.9992,$38.4923,$49.99
98,11400,20130719,1,577,$1214.85,$97.188,$755.1508,$1214.85
98,11408,20130305,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11408,20130305,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11408,20130305,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11413,20110810,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11413,20130222,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11413,20130222,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
98,11413,20130222,1,485,$21.98,$1.7584,$8.2205,$21.98
98,11413,20130731,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11413,20130731,1,228,$49.99,$3.9992,$38.4923,$49.99
98,11413,20130731,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11413,20130731,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11413,20130731,1,571,$742.35,$59.388,$461.4448,$742.35
98,11413,20130905,1,472,$63.5,$5.08,$23.749,$63.5
98,11413,20130905,1,584,$539.99,$43.1992,$343.6496,$539.99
98,11414,20110813,1,346,$3399.99,$271.9992,$1912.1544,$3399.99
98,11414,20130209,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11414,20130209,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11414,20130209,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
98,11414,20130209,1,537,$35,$2.8,$13.09,$35
98,11414,20130906,1,489,$53.99,$4.3192,$41.5723,$53.99
98,11414,20130906,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11414,20130906,1,605,$539.99,$43.1992,$343.6496,$539.99
98,11414,20130915,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11414,20130915,1,566,$742.35,$59.388,$461.4448,$742.35
98,11419,20130312,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11419,20130312,1,486,$159,$12.72,$59.466,$159
98,11419,20130312,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11419,20130627,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11419,20130627,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11419,20130627,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11422,20110822,1,345,$3399.99,$271.9992,$1912.1544,$3399.99
98,11422,20130203,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11422,20130203,1,528,$4.99,$0.3992,$1.8663,$4.99
98,11422,20130203,1,537,$35,$2.8,$13.09,$35
98,11422,20130920,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11422,20130920,1,568,$742.35,$59.388,$461.4448,$742.35
98,11422,20131103,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11422,20131103,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11422,20131103,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11422,20131103,1,584,$539.99,$43.1992,$343.6496,$539.99
98,11434,20130615,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11434,20130615,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11434,20130615,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11434,20130715,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11436,20130522,1,490,$53.99,$4.3192,$41.5723,$53.99
98,11436,20130619,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11436,20130619,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11436,20130619,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11468,20110808,1,348,$3374.99,$269.9992,$1898.0944,$3374.99
98,11468,20130128,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11468,20130821,1,237,$49.99,$3.9992,$38.4923,$49.99
98,11468,20130821,1,577,$1214.85,$97.188,$755.1508,$1214.85
98,11469,20130809,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11469,20130809,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11474,20130926,1,465,$24.49,$1.9592,$9.1593,$24.49
98,11474,20130926,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11474,20130926,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11475,20130423,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11475,20130423,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11475,20130423,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11475,20130423,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11476,20131101,1,490,$53.99,$4.3192,$41.5723,$53.99
98,11482,20110908,1,351,$3374.99,$269.9992,$1898.0944,$3374.99
98,11482,20130224,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11482,20130224,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11482,20130910,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11482,20130910,1,576,$2384.07,$190.7256,$1481.9379,$2384.07
98,11485,20110914,1,345,$3399.99,$271.9992,$1912.1544,$3399.99
98,11485,20130212,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11485,20130212,1,473,$63.5,$5.08,$23.749,$63.5
98,11485,20130212,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11485,20130212,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11485,20130912,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11485,20130912,1,577,$1214.85,$97.188,$755.1508,$1214.85
98,11488,20111028,1,348,$3374.99,$269.9992,$1898.0944,$3374.99
98,11488,20130131,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11488,20130131,1,480,$2.29,$0.1832,$0.8565,$2.29
98,11488,20130830,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11488,20130830,1,561,$2384.07,$190.7256,$1481.9379,$2384.07
98,11489,20111028,1,351,$3374.99,$269.9992,$1898.0944,$3374.99
98,11489,20130307,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11489,20130307,1,463,$24.49,$1.9592,$9.1593,$24.49
98,11489,20130307,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11489,20130307,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11489,20130928,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11489,20130928,1,564,$2384.07,$190.7256,$1481.9379,$2384.07
98,11491,20111107,1,349,$3374.99,$269.9992,$1898.0944,$3374.99
98,11491,20130307,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11491,20130307,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11491,20130907,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11491,20130907,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11491,20130907,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11491,20130907,1,562,$2384.07,$190.7256,$1481.9379,$2384.07
98,11493,20111114,1,344,$3399.99,$271.9992,$1912.1544,$3399.99
98,11493,20130220,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11493,20130220,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
98,11493,20130912,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11493,20130912,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11493,20130912,1,560,$1214.85,$97.188,$755.1508,$1214.85
98,11494,20111223,1,347,$3399.99,$271.9992,$1912.1544,$3399.99
98,11494,20130205,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11494,20130205,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11494,20130930,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11494,20130930,1,579,$1214.85,$97.188,$755.1508,$1214.85
98,11496,20111130,1,346,$3399.99,$271.9992,$1912.1544,$3399.99
98,11496,20130202,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11496,20130202,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11496,20130202,1,237,$49.99,$3.9992,$38.4923,$49.99
98,11496,20130202,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
98,11496,20130202,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11496,20131105,1,577,$1214.85,$97.188,$755.1508,$1214.85
98,11497,20131104,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11542,20130511,1,481,$8.99,$0.7192,$3.3623,$8.99
98,11542,20130511,1,529,$3.99,$0.3192,$1.4923,$3.99
98,11542,20130511,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11548,20111202,1,348,$3374.99,$269.9992,$1898.0944,$3374.99
98,11548,20130328,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11548,20130328,1,228,$49.99,$3.9992,$38.4923,$49.99
98,11548,20130328,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
98,11548,20130328,1,467,$24.49,$1.9592,$9.1593,$24.49
98,11548,20131111,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11548,20131111,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11548,20131111,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11548,20131111,1,560,$1214.85,$97.188,$755.1508,$1214.85
98,11549,20111221,1,345,$3399.99,$271.9992,$1912.1544,$3399.99
98,11549,20130327,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11549,20130327,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11549,20130327,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11549,20131212,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11549,20131212,1,228,$49.99,$3.9992,$38.4923,$49.99
98,11549,20131212,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11549,20131212,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11549,20131212,1,577,$1214.85,$97.188,$755.1508,$1214.85
98,11550,20120120,1,362,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11550,20130111,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11550,20130111,1,585,$742.35,$59.388,$461.4448,$742.35
98,11550,20130316,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11550,20130316,1,483,$120,$9.6,$44.88,$120
98,11553,20130822,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11555,20130508,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11556,20131221,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11557,20130808,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11558,20131130,1,538,$21.49,$1.7192,$8.0373,$21.49
98,11560,20131203,1,489,$53.99,$4.3192,$41.5723,$53.99
98,11563,20130705,1,490,$53.99,$4.3192,$41.5723,$53.99
98,11565,20130908,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11568,20120110,1,356,$2071.4196,$165.7136,$1117.8559,$2071.4196
98,11568,20130302,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
98,11568,20130920,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11568,20130920,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11568,20130920,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11569,20131120,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11573,20130727,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11574,20130315,1,217,$34.99,$2.7992,$13.0863,$34.99
98,11575,20120120,1,362,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11575,20130318,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
98,11575,20130916,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11575,20130916,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11575,20130916,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11575,20130916,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11575,20130916,1,573,$2384.07,$190.7256,$1481.9379,$2384.07
98,11579,20130731,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11579,20130731,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11580,20130416,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11586,20131028,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11589,20130604,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11589,20130604,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11596,20131001,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11596,20131001,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11596,20131001,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11603,20120118,1,358,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11603,20130318,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
98,11603,20131008,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11603,20131008,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11603,20131008,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11604,20120103,1,362,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11604,20130312,1,225,$8.99,$0.7192,$6.9223,$8.99
98,11604,20130312,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
98,11604,20130312,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11604,20130312,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11604,20131016,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11604,20131016,1,575,$2384.07,$190.7256,$1481.9379,$2384.07
98,11609,20120128,1,362,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11609,20130319,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11609,20130319,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11609,20130319,1,528,$4.99,$0.3992,$1.8663,$4.99
98,11609,20130319,1,537,$35,$2.8,$13.09,$35
98,11609,20131123,1,222,$34.99,$2.7992,$13.0863,$34.99
98,11609,20131123,1,530,$4.99,$0.3992,$1.8663,$4.99
98,11609,20131123,1,541,$28.99,$2.3192,$10.8423,$28.99
98,11609,20131123,1,563,$2384.07,$190.7256,$1481.9379,$2384.07
98,11610,20120110,1,352,$2071.4196,$165.7136,$1117.8559,$2071.4196
98,11610,20130410,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
98,11610,20130410,1,485,$21.98,$1.7584,$8.2205,$21.98
98,11610,20131101,1,477,$4.99,$0.3992,$1.8663,$4.99
98,11610,20131101,1,479,$8.99,$0.7192,$3.3623,$8.99
98,11610,20131101,1,573,$2384.07,$190.7256,$1481.9379,$2384.07
98,11612,20120202,1,360,$2049.0982,$163.9279,$1105.81,$2049.0982
98,11612,20130417,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
98,11612,20130417,1,478,$9.99,$0.7992,$3.7363,$9.99
98,11612,20130417,1,485,$21.98,$1.7584,$8.2205,$21.98
98,11612,20131118,1,214,$34.99,$2.7992,$13.0863,$34.99
98,11612,20131118,1,563,$2384.07,$190.7256,$1481.9379,$2384.07
98,11615,20120222,1,352,$2071.4196,$165.7136,$1117.8559,$2071.4196
