CurrencyKey,CustomerKey,OrderDateKey,OrderQuantity,ProductKey,SalesAmount,TaxAmt,TotalProductCost,UnitPrice
100,11043,20130508,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11049,20130309,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11049,20130309,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11049,20130309,1,537,$35,$2.8,$13.09,$35
100,11053,20130117,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11053,20130117,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11062,20130107,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11062,20130107,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11062,20130107,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11063,20130112,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11063,20130112,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11063,20130112,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11063,20130112,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11063,20130112,1,490,$53.99,$4.3192,$41.5723,$53.99
100,11064,20130125,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11064,20130125,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11065,20130210,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11065,20130210,1,486,$159,$12.72,$59.466,$159
100,11065,20130210,1,537,$35,$2.8,$13.09,$35
100,11081,20130212,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11081,20130212,1,537,$35,$2.8,$13.09,$35
100,11081,20130413,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11081,20130413,1,488,$53.99,$4.3192,$41.5723,$53.99
100,11081,20130413,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11082,20130122,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11082,20130122,1,537,$35,$2.8,$13.09,$35
100,11083,20130106,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11083,20130106,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11083,20130106,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11083,20130106,1,537,$35,$2.8,$13.09,$35
100,11084,20130104,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
100,11084,20130104,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11087,20130225,1,486,$159,$12.72,$59.466,$159
100,11087,20130225,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11088,20130113,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
100,11088,20130113,1,463,$24.49,$1.9592,$9.1593,$24.49
100,11088,20130113,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11089,20121229,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11089,20121229,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11089,20121229,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11090,20130127,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11090,20130127,1,463,$24.49,$1.9592,$9.1593,$24.49
100,11090,20130127,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11127,20130410,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11129,20130109,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11135,20130418,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11135,20130418,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11135,20130418,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11140,20130319,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11140,20130319,1,537,$35,$2.8,$13.09,$35
100,11141,20130516,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11141,20130516,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11144,20130125,1,237,$49.99,$3.9992,$38.4923,$49.99
100,11144,20130125,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11144,20130125,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11145,20130125,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11145,20130125,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11145,20130125,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11152,20130109,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11153,20130329,1,471,$63.5,$5.08,$23.749,$63.5
100,11153,20130329,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11153,20130329,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11153,20130329,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11153,20130329,1,537,$35,$2.8,$13.09,$35
100,11154,20130110,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11155,20130106,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11156,20130108,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11156,20130108,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11156,20130108,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11156,20130108,1,537,$35,$2.8,$13.09,$35
100,11158,20130119,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11158,20130119,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11158,20130119,1,489,$53.99,$4.3192,$41.5723,$53.99
100,11160,20130221,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11160,20130221,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11162,20130218,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11162,20130218,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11163,20130501,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11164,20130427,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11164,20130427,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11165,20130525,1,473,$63.5,$5.08,$23.749,$63.5
100,11165,20130525,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11167,20130107,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11167,20130107,1,537,$35,$2.8,$13.09,$35
100,11168,20130115,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11168,20130115,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11168,20130115,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11168,20130115,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11168,20130115,1,537,$35,$2.8,$13.09,$35
100,11169,20130526,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11169,20130526,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11171,20130116,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11171,20130116,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11171,20130116,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11171,20130116,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11172,20130503,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11172,20130503,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11173,20130302,1,537,$35,$2.8,$13.09,$35
100,11175,20130122,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11175,20130122,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11177,20130329,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11177,20130329,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11178,20130221,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11178,20130221,1,471,$63.5,$5.08,$23.749,$63.5
100,11178,20130221,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11178,20130526,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11178,20130526,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11178,20130526,1,537,$35,$2.8,$13.09,$35
100,11179,20130312,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11179,20130312,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11179,20130312,1,537,$35,$2.8,$13.09,$35
100,11180,20130317,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11180,20130317,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11181,20130507,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11181,20130507,1,537,$35,$2.8,$13.09,$35
100,11183,20130430,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11183,20130430,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11187,20130403,1,471,$63.5,$5.08,$23.749,$63.5
100,11187,20130403,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11189,20130205,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11189,20130205,1,482,$8.99,$0.7192,$3.3623,$8.99
100,11189,20130205,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11189,20130205,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11189,20130205,1,537,$35,$2.8,$13.09,$35
100,11191,20130110,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11191,20130110,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11191,20130110,1,537,$35,$2.8,$13.09,$35
100,11193,20130225,1,537,$35,$2.8,$13.09,$35
100,11194,20130313,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11194,20130313,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11194,20130313,1,537,$35,$2.8,$13.09,$35
100,11195,20130414,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11195,20130414,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11196,20130303,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11197,20130502,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11197,20130502,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11197,20130502,1,537,$35,$2.8,$13.09,$35
100,11198,20130205,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11198,20130205,1,463,$24.49,$1.9592,$9.1593,$24.49
100,11198,20130205,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11198,20130213,1,537,$35,$2.8,$13.09,$35
100,11199,20130318,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11199,20130318,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11206,20130511,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11206,20130511,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11206,20130511,1,537,$35,$2.8,$13.09,$35
100,11207,20130131,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11207,20130131,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11207,20130131,1,537,$35,$2.8,$13.09,$35
100,11208,20130304,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11208,20130304,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11208,20130304,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11208,20130304,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11208,20130304,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11208,20130304,1,537,$35,$2.8,$13.09,$35
100,11209,20130325,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11210,20130506,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11210,20130506,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11210,20130506,1,537,$35,$2.8,$13.09,$35
100,11213,20130328,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11216,20130205,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11216,20130205,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11216,20130205,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11216,20130205,1,537,$35,$2.8,$13.09,$35
100,11217,20130214,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
100,11217,20130214,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11218,20130228,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11220,20130314,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11220,20130314,1,537,$35,$2.8,$13.09,$35
100,11221,20130407,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11224,20130127,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11224,20130127,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11226,20130221,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11226,20130331,1,537,$35,$2.8,$13.09,$35
100,11227,20130210,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11227,20130210,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11227,20130210,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11227,20130210,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11231,20130210,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11231,20130210,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11231,20130210,1,537,$35,$2.8,$13.09,$35
100,11233,20130208,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11233,20130208,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11233,20130208,1,231,$49.99,$3.9992,$38.4923,$49.99
100,11233,20130208,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11233,20130208,1,537,$35,$2.8,$13.09,$35
100,11234,20130208,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11234,20130208,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11237,20130118,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11241,20120910,1,360,$2049.0982,$163.9279,$1105.81,$2049.0982
100,11241,20121229,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11241,20121229,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11241,20130404,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11241,20130404,1,467,$24.49,$1.9592,$9.1593,$24.49
100,11241,20130404,1,490,$53.99,$4.3192,$41.5723,$53.99
100,11241,20130404,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11241,20130404,1,535,$24.99,$1.9992,$9.3463,$24.99
100,11241,20130404,1,591,$564.99,$45.1992,$308.2179,$564.99
100,11241,20130512,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11241,20130512,1,530,$4.99,$0.3992,$1.8663,$4.99
100,11241,20130512,1,541,$28.99,$2.3192,$10.8423,$28.99
100,11241,20130512,1,568,$742.35,$59.388,$461.4448,$742.35
100,11242,20120919,1,360,$2049.0982,$163.9279,$1105.81,$2049.0982
100,11242,20130105,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11242,20130526,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11242,20130526,1,592,$564.99,$45.1992,$308.2179,$564.99
100,11245,20121228,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11245,20121228,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11245,20121228,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11246,20130123,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11246,20130123,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11249,20130101,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11249,20130101,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11249,20130101,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11249,20130413,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11249,20130413,1,231,$49.99,$3.9992,$38.4923,$49.99
100,11249,20130413,1,580,$1700.99,$136.0792,$1082.51,$1700.99
100,11252,20130126,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11252,20130126,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11255,20130223,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11255,20130223,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11255,20130223,1,537,$35,$2.8,$13.09,$35
100,11255,20130331,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11255,20130331,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11256,20130415,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11256,20130415,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11257,20121231,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11257,20121231,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11258,20130521,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11258,20130521,1,484,$7.95,$0.636,$2.9733,$7.95
100,11258,20130521,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11259,20130115,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11259,20130115,1,483,$120,$9.6,$44.88,$120
100,11260,20130205,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11260,20130205,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11260,20130205,1,537,$35,$2.8,$13.09,$35
100,11261,20121230,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11261,20121230,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11263,20121228,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11263,20121228,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11263,20121228,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11263,20121228,1,537,$35,$2.8,$13.09,$35
100,11264,20130102,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11264,20130102,1,228,$49.99,$3.9992,$38.4923,$49.99
100,11264,20130102,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11264,20130102,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11265,20130103,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11265,20130103,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11265,20130103,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11266,20130120,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11266,20130120,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11266,20130120,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11266,20130120,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11267,20130107,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11267,20130107,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11267,20130107,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11267,20130107,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11270,20130107,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11270,20130107,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11270,20130107,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11270,20130107,1,490,$53.99,$4.3192,$41.5723,$53.99
100,11271,20130122,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11271,20130122,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11271,20130122,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11271,20130122,1,537,$35,$2.8,$13.09,$35
100,11272,20130113,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11272,20130113,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11272,20130113,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11273,20130514,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11273,20130514,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11273,20130514,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11273,20130514,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11273,20130514,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11273,20130514,1,537,$35,$2.8,$13.09,$35
100,11273,20130523,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11273,20130523,1,486,$159,$12.72,$59.466,$159
100,11274,20130224,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11274,20130224,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11274,20130224,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11275,20130112,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11275,20130112,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
100,11275,20130112,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11278,20130103,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11278,20130103,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11279,20130303,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11281,20130111,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11281,20130111,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11281,20130111,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11281,20130111,1,484,$7.95,$0.636,$2.9733,$7.95
100,11282,20130102,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11282,20130102,1,473,$63.5,$5.08,$23.749,$63.5
100,11282,20130102,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11282,20130102,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11282,20130102,1,537,$35,$2.8,$13.09,$35
100,11284,20130206,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11284,20130206,1,484,$7.95,$0.636,$2.9733,$7.95
100,11284,20130502,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11284,20130502,1,484,$7.95,$0.636,$2.9733,$7.95
100,11284,20130502,1,537,$35,$2.8,$13.09,$35
100,11286,20130120,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11286,20130120,1,234,$49.99,$3.9992,$38.4923,$49.99
100,11286,20130120,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11286,20130120,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11288,20130305,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11289,20130116,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11289,20130116,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11289,20130116,1,484,$7.95,$0.636,$2.9733,$7.95
100,11289,20130116,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11290,20130127,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11290,20130127,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11291,20130119,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11292,20121231,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11292,20121231,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11292,20121231,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11292,20121231,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11293,20130224,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11293,20130224,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11293,20130224,1,537,$35,$2.8,$13.09,$35
100,11293,20130315,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11293,20130315,1,484,$7.95,$0.636,$2.9733,$7.95
100,11295,20130109,1,353,$2319.99,$185.5992,$1265.6195,$2319.99
100,11295,20130109,1,483,$120,$9.6,$44.88,$120
100,11295,20130109,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11295,20130109,1,537,$35,$2.8,$13.09,$35
100,11296,20130129,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11296,20130129,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11296,20130129,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11297,20130220,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11297,20130220,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11297,20130220,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11297,20130220,1,537,$35,$2.8,$13.09,$35
100,11298,20130221,1,225,$8.99,$0.7192,$6.9223,$8.99
100,11298,20130221,1,357,$2319.99,$185.5992,$1265.6195,$2319.99
100,11298,20130221,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11298,20130221,1,478,$9.99,$0.7992,$3.7363,$9.99
100,11299,20130224,1,359,$2294.99,$183.5992,$1251.9813,$2294.99
100,11299,20130224,1,483,$120,$9.6,$44.88,$120
100,11299,20130224,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11302,20130202,1,363,$2294.99,$183.5992,$1251.9813,$2294.99
100,11302,20130202,1,484,$7.95,$0.636,$2.9733,$7.95
100,11302,20130202,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11302,20130202,1,537,$35,$2.8,$13.09,$35
100,11303,20130223,1,361,$2294.99,$183.5992,$1251.9813,$2294.99
100,11303,20130223,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11304,20130320,1,484,$7.95,$0.636,$2.9733,$7.95
100,11304,20130320,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11304,20130320,1,487,$54.99,$4.3992,$20.5663,$54.99
100,11304,20130320,1,537,$35,$2.8,$13.09,$35
100,11304,20130422,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11305,20130325,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11307,20130208,1,214,$34.99,$2.7992,$13.0863,$34.99
100,11307,20130208,1,355,$2319.99,$185.5992,$1265.6195,$2319.99
100,11307,20130208,1,481,$8.99,$0.7192,$3.3623,$8.99
100,11307,20130208,1,485,$21.98,$1.7584,$8.2205,$21.98
100,11311,20130418,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11311,20130418,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11311,20130418,1,537,$35,$2.8,$13.09,$35
100,11312,20130517,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11313,20130507,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11313,20130507,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11313,20130507,1,537,$35,$2.8,$13.09,$35
100,11314,20130225,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11314,20130225,1,537,$35,$2.8,$13.09,$35
